cid,id,SF,S,F,T,tS,DD,decay,maxcorr,nearest,need_S,need_who,margin,verdict,expr
w62_e,zqY2qQqK,4.13,2.68,1.45,0.4804,3.55,0.0669,2,0.8048,le8EAJLO,3.575,j23Pl0e5,-0.895,NO,"group_rank(fnd6_ivch/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w79_c,xAY5plkN,4.55,2.63,1.92,0.2053,1.52,0.0429,4,0.8052,E5vx6NJP,3.795,0mR2K6lr,-1.165,NO,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_high/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w76_g,qMWVEYzP,4.22,2.69,1.53,0.4021,2.48,0.0402,2,0.806,N1QJPJE8,3.795,0mR2K6lr,-1.105,NO,"trade_when(ts_rank(volume, 5) > 0.2, group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60)), -1)"
p3_pw_sec,npK701Q8,4.04,2.12,1.92,0.1189,2.51,0.0477,12,0.8064,gJQMxZoJ,2.937,gJQMxZoJ,-0.817,NO,"group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + group_rank(operating_expense/assets, subindustry) + rank(-ts_delta(close, 2))"
w87_a,Jjx27rMn,4.49,2.43,2.06,0.113,1.51,0.0285,4,0.8069,e79PvPpE,3.795,0mR2K6lr,-1.365,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.35*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.35*group_rank(-ts_delta(close, 10), subindustry) + 0.35*rank(volume/ts_mean(volume, 120))"
w91_g,mLgN7EYp,4.49,2.43,2.06,0.113,1.51,0.0285,4,0.8069,e79PvPpE,3.795,0mR2K6lr,-1.365,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.35*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.35*group_rank(-ts_delta(close, 10), subindustry) + 0.35*rank(volume/ts_mean(volume, 120))"
w6_s10_d20,A10lrkJl,4.11,2.22,1.89,0.0906,2.65,0.0327,20,0.8077,gJQMxZoJ,2.937,gJQMxZoJ,-0.717,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + group_rank(operating_expense/assets, subindustry)"
w48_d,E5vNEL1K,5.4,2.61,2.79,0.1256,1.99,0.039,20,0.8088,RRV5l5Go,3.487,mLgd6nwX,-0.877,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w68_d,Vk6mMEe5,4.09,2.34,1.75,0.2703,2.43,0.0462,3,0.8088,qMW92Az2,3.795,0mR2K6lr,-1.455,NO,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), industry) + group_rank(-ts_rank(close, 10), industry)"
w114_k,kqVpMxKl,4.67,2.78,1.89,0.2679,2.31,0.0421,4,0.8089,j23Pl0e5,3.795,0mR2K6lr,-1.015,NO,"group_rank(ts_zscore(fnd6_tfvce/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_zscore(fnd6_cicurr/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w106_h,0mR2VNQ8,4.76,2.85,1.91,0.2621,1.77,0.0312,4,0.809,N1QJPJE8,3.795,0mR2K6lr,-0.945,NO,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 150))"
w96_c,A1081j6E,4.35,2.66,1.69,0.3839,3.04,0.0525,1,0.8092,0mR2K6lr,3.795,0mR2K6lr,-1.135,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 120)/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
f10_mult_strc,Vk6P2G00,4.19,2.41,1.78,0.1904,1.71,0.0338,8,0.81,QP3V2bVG,3.014,kqjpepz8,-0.604,NO,"group_rank(liabilities_curr/assets, subindustry) * rank(-ts_delta(close, 2))"
w118_d,YP5VjRzJ,4.41,2.64,1.77,0.2325,2.21,0.0366,4,0.8103,akLmmvPW,2.728,akLmmvPW,-0.088,NO,"group_rank(fnd6_cicurr/assets, bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_xoptq/assets, bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_fcaq/assets, bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(inventory/assets), range=""0.1, 1, 0.1""))"
w65_h,Vk6mEdg0,4.26,2.64,1.62,0.3237,2.47,0.0377,3,0.8104,e79PvPpE,3.795,0mR2K6lr,-1.155,NO,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
t1_d0_grp_xo,1YxwGxER,4.46,2.61,1.85,0.2309,2.68,0.0512,8,0.8107,XgWnklXa,3.487,mLgd6nwX,-0.877,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w100_a,ZY0vk2wx,4.49,2.39,2.1,0.0797,1.93,0.0294,1,0.8109,e79PvPpE,3.795,0mR2K6lr,-1.405,NO,"trade_when(volume > adv20, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
w119_c,WjPZ1PpP,4.44,2.69,1.75,0.2526,2.63,0.0402,4,0.8117,akLmmvPW,2.728,akLmmvPW,-0.038,NO,"group_rank(fnd6_newqv1300_lnoq/assets, bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1""))"
w115_e,d5OJrkww,4.51,2.56,1.95,0.2091,1.69,0.0358,4,0.8118,kqVp6wnO,3.795,0mR2K6lr,-1.235,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w111_d,1Yx3wgqk,4.28,2.54,1.74,0.2519,2.41,0.0434,4,0.8123,npKGgKLw,3.795,0mR2K6lr,-1.255,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ebitda_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_fcf_low/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w106_g,JjxJAWYl,4.14,2.5,1.64,0.2501,2.33,0.0325,4,0.8131,E5vx6NJP,3.575,j23Pl0e5,-1.075,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cff_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 120))"
f12_vwap_rev,1YxdalNW,4.42,2.47,1.95,0.1678,1.83,0.0362,8,0.8135,QP3V2bVG,3.014,kqjpepz8,-0.544,NO,"group_rank(liabilities_curr/assets, subindustry) + rank(-ts_delta(vwap, 2))"
w115_k,XgWZApl8,4.47,3.03,1.44,0.5785,3.42,0.048,1,0.8139,j23Pl0e5,3.795,0mR2K6lr,-0.765,NO,"group_rank(fnd6_newqv1300_fcaq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_tfvceq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w94_g,Vk6LRYAY,4.82,2.52,2.3,0.1804,2.26,0.0602,4,0.814,e79PvPpE,3.795,0mR2K6lr,-1.275,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 120), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w112_j,akLmLgGx,4.58,2.69,1.89,0.2492,1.9,0.0388,4,0.8148,akLp3pzW,3.795,0mR2K6lr,-1.105,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w54_b,xAYVY3rw,5.53,2.84,2.69,0.1314,2.09,0.0297,14,0.8157,O0rZ90n1,3.487,mLgd6nwX,-0.647,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op, 45)/enterprise_value, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w97_e,KPOMlEbE,4.75,3.02,1.73,0.4065,3.07,0.0318,1,0.816,e79PvPpE,3.795,0mR2K6lr,-0.775,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_corr(close, volume, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w67_b,d5O31wJw,4.37,2.57,1.8,0.3369,2.41,0.046,2,0.817,9qX3M2mq,3.014,kqjpepz8,-0.444,NO,"group_rank(liabilities_curr/assets, industry) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, industry) + group_rank(-ts_rank(close, 10), industry)"
w27_lnoq_d12,LL9ZwVqe,4.07,2.28,1.79,0.2104,3.04,0.05,12,0.8173,rK59235m,2.992,rK59235m,-0.712,NO,"group_rank(fnd6_newqv1300_lnoq/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + rank(-ts_delta(close, 2)) + rank(volume/ts_mean(volume, 60))"
e04_liab_rev,78Z1qvnv,4.48,2.5,1.98,0.168,1.94,0.035,8,0.8179,QP3V2bVG,3.014,kqjpepz8,-0.514,NO,"group_rank(liabilities_curr / assets, subindustry) + rank(-ts_delta(close, 2))"
w116_i,xAY77jLb,4.87,2.79,2.08,0.2094,2.07,0.0315,4,0.8192,kqVp6wnO,3.795,0mR2K6lr,-1.005,NO,"group_rank(ts_zscore(fnd6_tfvce/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_zscore(fnd6_cicurr/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w115_l,Grdj5G8o,4.76,3.21,1.55,0.5389,4.02,0.034,1,0.8195,akLp3pzW,3.795,0mR2K6lr,-0.585,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w106_c,78ZR5Vpb,4.55,2.64,1.91,0.211,1.7,0.029,4,0.8224,e79PvPpE,3.795,0mR2K6lr,-1.155,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 5), subindustry) + rank(volume/ts_mean(volume, 120))"
w116_h,MP1vv5Ea,4.63,2.59,2.04,0.1907,1.85,0.0327,4,0.8227,kqVp6wnO,3.443,e79PvPpE,-0.853,NO,"group_rank(ts_delta(fnd6_tstkc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_delta(fnd6_intc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w60_c,RRV9Ewa1,4.22,2.72,1.5,0.481,3.39,0.0622,2,0.8231,le8EAJLO,3.575,j23Pl0e5,-0.855,NO,"group_rank(fnd6_newqv1300_mibtq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w54_a,58QrQzeM,5.96,2.96,3.0,0.1429,3.11,0.0359,14,0.8232,rK59235m,3.487,mLgd6nwX,-0.527,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash, 45)/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
r7_n2_d6,YP57mQ6o,4.17,2.5,1.67,0.2441,2.7,0.0554,6,0.8232,XgWnklXa,3.102,O0rZ90n1,-0.602,NO,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 60))"
w114_j,0mRZLbvr,4.78,2.81,1.97,0.2435,2.26,0.0314,4,0.8235,akLp3pzW,3.575,j23Pl0e5,-0.765,NO,"group_rank(ts_delta(fnd6_tstkc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_delta(fnd6_intc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w106_a,Vk6bQrQ8,4.42,2.62,1.8,0.2357,1.42,0.0326,4,0.8241,N1QJPJE8,3.795,0mR2K6lr,-1.175,NO,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 5), subindustry) + rank(volume/ts_mean(volume, 120))"
w121_e,883wm6LV,4.05,2.53,1.52,0.2736,2.83,0.0302,4,0.8241,akLmmvPW,2.728,akLmmvPW,-0.198,NO,"group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_xoptq/assets, bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1""))"
w65_c,P0ZYqrqE,4.42,2.83,1.59,0.4143,2.99,0.0396,2,0.825,j23Pl0e5,3.795,0mR2K6lr,-0.965,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
s10_grp_pw,2rOlGd9Z,4.43,2.38,2.05,0.1344,2.75,0.0312,12,0.8268,gJQMxZoJ,2.937,gJQMxZoJ,-0.557,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + group_rank(operating_expense/assets, subindustry)"
p2_pw_ind,akL73wMO,4.37,2.3,2.07,0.1127,2.64,0.0378,12,0.8273,gJQMxZoJ,2.937,gJQMxZoJ,-0.637,NO,"group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + group_rank(operating_expense/assets, subindustry) + rank(-ts_delta(close, 2))"
w41_e,le8g9an7,4.95,2.49,2.46,0.1119,1.73,0.0385,40,0.8275,e791WzbO,2.992,rK59235m,-0.502,NO,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w55_e,LL9ENRX2,5.86,2.83,3.03,0.1086,2.22,0.0332,14,0.8276,rK59235m,3.487,mLgd6nwX,-0.657,NO,"ts_decay_linear(group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60)), 5)"
w52_f,le8Ej3kx,5.62,2.82,2.8,0.1483,2.69,0.0293,12,0.8276,rK59235m,3.487,mLgd6nwX,-0.667,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 90), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w112_h,mLgnglzE,4.85,2.88,1.97,0.2568,2.19,0.0366,4,0.828,akLp3pzW,3.795,0mR2K6lr,-0.915,NO,"group_rank(fnd6_intc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w48_e,2rO9LxgJ,4.88,2.45,2.43,0.0831,1.74,0.0297,60,0.8294,RRV5l5Go,3.102,O0rZ90n1,-0.652,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w49_h,blRJdJ6r,5.62,2.73,2.89,0.1135,2.54,0.0296,20,0.83,RRV5l5Go,3.487,mLgd6nwX,-0.757,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 90), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w76_j,2rOeAzk8,4.32,2.77,1.55,0.3944,2.84,0.0343,2,0.8316,j23Pl0e5,3.795,0mR2K6lr,-1.025,NO,"trade_when(ts_rank(volume, 5) > 0.2, group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60)), -1)"
