id,cid,SF,tS,corr,hit,neut,expr
kqV89LJd,w42_c,4.98,1.74,0.79,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
xAYEYdRq,w87_h,4.32,1.43,0.7905,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.35*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.35*group_rank(-ts_delta(close, 10), subindustry) + 0.35*rank(volume/ts_mean(volume, 120))"
O0rdjnrv,w114_n,4.62,2.0,0.7906,akLp3pzW,SUBINDUSTRY,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
N1QK8ezq,w42_f,4.98,1.42,0.791,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 90))"
le8Evzp8,w55_c,5.68,1.9,0.7918,RRV5l5Go,SUBINDUSTRY,"quantile(group_rank(fnd6_xrent/assets, subindustry)) + quantile(group_rank(ts_av_diff(cash/assets, 45), subindustry)) + quantile(group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry)) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
le8lQ3n7,f09_sector_grp,4.49,1.87,0.7926,9qX3M2mq,SUBINDUSTRY,"group_rank(liabilities_curr/assets, sector) + rank(-ts_delta(close, 2))"
6XrGNe8L,w42_e,4.81,1.7,0.7936,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 40))"
wpYNPJld,w41_a,5.06,1.78,0.7937,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
d5b5O2aw,w145_f,4.01,2.55,0.794,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_repurchase_amount/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/cap, subindustry) + group_rank(ts_delta(scl12_sentiment, 22), subindustry) + group_rank(ts_av_diff(cash/cap, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/cap, 45), subindustry) + 0.75*group_rank(-ts_delta(close, 10), subindustry) + 0.75*group_rank(volume/ts_mean(volume, 120), subindustry)"
P0ZLAN9J,w114_b,4.61,2.21,0.7942,e79PvPpE,SUBINDUSTRY,"group_rank(fnd6_newqv1300_fcaq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_tfvceq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
A1N10ObY,w147_b,4.18,2.81,0.7942,0mR2K6lr,SUBINDUSTRY,"quantile(group_rank(authorized_stock_buyback_amount/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/cap, subindustry) + group_rank(ts_delta(scl12_sentiment, 22), subindustry) + group_rank(ts_av_diff(cash/cap, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/cap, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), driver=""uniform"")"
om6Pkzak,w43_g,5.08,1.48,0.7946,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 90))"
A10QjL3l,w32_h,4.18,2.15,0.7949,9qVEA1ZV,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
zq8KwmA8,x162_w162_07_MAR,4.0,1.67,0.795,akbjdK26,MARKET,"1.5*group_rank(fn_accrued_liab_curr_a/assets, subindustry) + group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 1.5*group_rank(-ts_rank(returns, 5), subindustry)"
akL0jNj1,w119_b,4.28,2.95,0.7952,akLmmvPW,SUBINDUSTRY,"group_rank(fnd6_cicurr/assets, bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_xoptq/assets, bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cashflow_op/assets), range=""0.1, 1, 0.1""))"
883G25GW,w43_c,5.1,1.8,0.7957,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
j23VMQlj,w43_f,4.87,1.73,0.7958,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 40))"
LLNVdxl9,x172_w164_03_OVN,5.0,1.4,0.7963,npdpEJ3l,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(cash/assets,45), subindustry) + group_rank(ts_av_diff(assets_curr/assets,30), subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 2.0*group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + 2.0*group_rank(-ts_rank(returns, 5), subindustry) + 0.75*group_rank(-ts_rank(open/ts_delay(close, 1) - 1, 20), subindustry)"
KPO5mKO1,w67_f,4.13,2.44,0.7966,qMW92Az2,INDUSTRY,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_rank(close, 10), industry)"
GrdQ7pmP,w43_e,5.12,1.82,0.7969,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
YPbP7YPo,w145_a,4.01,2.67,0.7969,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/cap, subindustry) + group_rank(ts_delta(scl12_sentiment, 22), subindustry) + group_rank(ts_av_diff(cash/cap, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/cap, 45), subindustry) + 0.75*group_rank(-ts_delta(close, 10), subindustry) + 0.75*group_rank(volume/ts_mean(volume, 120), subindustry)"
vRkYPVZb,w42_b,5.12,1.82,0.797,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
QP3WoPmp,w43_d,5.12,1.82,0.797,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
WjPrPL0G,w112_f,4.44,2.42,0.7976,kqVp6wnO,SUBINDUSTRY,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ebit_low/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
N1ax6O5p,x162_w165_01_SEC,4.58,1.7,0.7977,akbjdK26,SECTOR,"1.5*group_rank(fnd6_pstkl/cap, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value,45), subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 2.0*group_rank(-ts_rank(returns, 5), subindustry)"
N1ax6O5p,x164_w16501_SEC,4.58,1.7,0.7977,akbjdK26,SECTOR,"1.5*group_rank(fnd6_pstkl/cap, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value,45), subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 2.0*group_rank(-ts_rank(returns, 5), subindustry)"
9qVGkOLx,w43_b,5.14,1.85,0.7978,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
xAYl5pPJ,w43_a,5.15,1.87,0.7981,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
d5O9POpx,w44_g,5.18,1.89,0.7983,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
RRV5P0Yn,w42_a,5.21,1.91,0.7984,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
ZY0XNjnn,w42_d,5.21,1.91,0.7984,RRV5l5Go,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
vRkp90Jw,w65_g,4.16,3.25,0.7986,N1QJPJE8,SUBINDUSTRY,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ptpr_mean/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
58QPEeOM,w125_h,4.78,2.4,0.7987,akLp3pzW,SUBINDUSTRY,"group_rank(fnd6_newqv1300_cicurrq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_dxd5/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_aqi/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_xrent/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
3q9kzjxN,w66_b,4.12,2.78,0.7996,j23Pl0e5,SUBINDUSTRY,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cff_mean/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
LL97eZ6m,p10_tw02_xopr,4.02,2.29,0.8004,9qVrJkYe,SUBINDUSTRY,"trade_when(ts_rank(volume, 60) > 0.2, group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(close, 2)), -1)"
1YXYrYLm,w165_02,4.52,1.59,0.8008,akbjdK26,SUBINDUSTRY,"1.5*group_rank(fnd6_txtubadjust/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 2.0*group_rank(-ts_rank(returns, 5), subindustry)"
rKOKjQP8,w141_a,4.11,2.67,0.8013,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/cap, subindustry) + group_rank(ts_delta(scl12_sentiment, 22), subindustry) + group_rank(ts_av_diff(cash/cap, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/cap, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
akLGLQL9,w74_i,4.28,2.89,0.8014,j23Pl0e5,SUBINDUSTRY,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
QPbP3nwQ,w147_a,4.14,2.65,0.8017,e79PvPpE,SUBINDUSTRY,"quantile(group_rank(authorized_stock_buyback_amount/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/cap, subindustry) + group_rank(ts_delta(scl12_sentiment, 22), subindustry) + group_rank(ts_av_diff(cash/cap, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/cap, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), driver=""gaussian"")"
le856bwO,w64_f,4.29,2.9,0.8024,j23Pl0e5,SUBINDUSTRY,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
3q9kLnGN,w63_c,4.64,2.24,0.8027,mLgd6nwX,SUBINDUSTRY,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_rank(close, 10), subindustry)"
E5v8P8AJ,w71_d,4.6,2.42,0.8036,N1QJPJE8,INDUSTRY,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_netdebt_mean/assets, industry) + group_rank(liabilities_curr/assets, industry) + group_rank(-ts_delta(close, 5), industry) + rank(volume/ts_mean(volume, 90))"
KPOAOXEE,w112_a,4.31,1.52,0.8047,kqVp6wnO,SUBINDUSTRY,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ebit_low/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
LLNLv7b9,w164_03,4.92,1.37,0.8048,npdpEJ3l,SUBINDUSTRY,"1.5*group_rank(ts_av_diff(cash/assets,45), subindustry) + group_rank(ts_av_diff(assets_curr/assets,30), subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 2.0*group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + 2.0*group_rank(-ts_rank(returns, 5), subindustry)"
78ZPZWM5,w111_j,4.15,2.92,0.8048,npKGgKLw,SUBINDUSTRY,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfo_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_fcf_low/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
LL9Qekxa,w122_j,4.33,2.65,0.8049,j23Pl0e5,SUBINDUSTRY,"group_rank(fnd6_newqv1300_spcep12/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_xoptepsq/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_prcepsq/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + 0.5*group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
1YXkd8vk,x172_w165_02_INTRA,4.74,1.93,0.8051,akbjdK26,SUBINDUSTRY,"1.5*group_rank(fnd6_txtubadjust/cap, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 2.0*group_rank(-ts_rank(returns, 5), subindustry) + 0.75*group_rank(-ts_rank(close/open - 1, 20), subindustry)"
KPOMAjvz,w105_j,4.13,2.48,0.8054,E5vx6NJP,SUBINDUSTRY,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cff_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
zqY2qQqK,w62_e,4.13,3.55,0.8055,le8EAJLO,SUBINDUSTRY,"group_rank(fnd6_ivch/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
xAY5plkN,w79_c,4.55,1.52,0.8059,E5vx6NJP,SUBINDUSTRY,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_high/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
88j8WlMl,w162_07,4.32,2.4,0.8064,QPbP6aRQ,SUBINDUSTRY,"1.5*group_rank(fn_accrued_liab_curr_a/assets, subindustry) + group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + 1.5*group_rank(-ts_rank(returns, 5), subindustry)"
qMWVEYzP,w76_g,4.22,2.48,0.8067,N1QJPJE8,SUBINDUSTRY,"trade_when(ts_rank(volume, 5) > 0.2, group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60)), -1)"
npK701Q8,p3_pw_sec,4.04,2.51,0.8071,gJQMxZoJ,SECTOR,"group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + group_rank(operating_expense/assets, subindustry) + rank(-ts_delta(close, 2))"
mLgN7EYp,w91_g,4.49,1.51,0.8076,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.35*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.35*group_rank(-ts_delta(close, 10), subindustry) + 0.35*rank(volume/ts_mean(volume, 120))"
Jjx27rMn,w87_a,4.49,1.51,0.8076,e79PvPpE,SUBINDUSTRY,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.35*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.35*group_rank(-ts_delta(close, 10), subindustry) + 0.35*rank(volume/ts_mean(volume, 120))"
xA3O90dJ,x162_w164_00_SEC,5.14,1.98,0.8083,omL8Mazn,SECTOR,"1.5*group_rank(fnd6_txtubadjust/cap, subindustry) + group_rank(fnd6_newqv1300_dpactq/cap, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + 1.5*group_rank(-ts_rank(returns, 20), subindustry) + 1.5*group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + 1.5*group_rank(-ts_rank(returns, 5), subindustry)"
